categorias_personas,latitud,longitud,Personas por manzana
128 a 304 Personas,4.60087590664e+000,'-7.41150009627e+001,324
0 a 127 Personas,4.59856013342e+000,'-7.41198962137e+001,324
128 a 304 Personas,4.64128726633e+000,'-7.40610730390e+001,324
128 a 304 Personas,4.61957343413e+000,'-7.41754847873e+001,324
128 a 304 Personas,4.65512152273e+000,'-7.40670605341e+001,324
305 a 758 Personas,4.61640686575e+000,'-7.41230693913e+001,323
128 a 304 Personas,4.61032797342e+000,'-7.41570566032e+001,322
128 a 304 Personas,4.65342919985e+000,'-7.40550715269e+001,322
128 a 304 Personas,4.62655175845e+000,'-7.41772794549e+001,322
128 a 304 Personas,4.66107576800e+000,'-7.40594374481e+001,322
128 a 304 Personas,4.58918852503e+000,'-7.41036075517e+001,322
128 a 304 Personas,4.58748986015e+000,'-7.40921824810e+001,322
128 a 304 Personas,4.63209385273e+000,'-7.41799342009e+001,322
128 a 304 Personas,4.61010558257e+000,'-7.41379991543e+001,322
305 a 758 Personas,4.59565282859e+000,'-7.41296222221e+001,322
305 a 758 Personas,4.62997880897e+000,'-7.40651960334e+001,322
128 a 304 Personas,4.64145233833e+000,'-7.40634861349e+001,322
128 a 304 Personas,4.60346317709e+000,'-7.41141393630e+001,322
128 a 304 Personas,4.59121963570e+000,'-7.40940936456e+001,322
305 a 758 Personas,4.59130502253e+000,'-7.41191913763e+001,322
128 a 304 Personas,4.62857553182e+000,'-7.41688188415e+001,322
128 a 304 Personas,4.59792313503e+000,'-7.41240418462e+001,322
305 a 758 Personas,4.61758134001e+000,'-7.41760976516e+001,322
305 a 758 Personas,4.61148363145e+000,'-7.41727739931e+001,321
0 a 127 Personas,4.61360594760e+000,'-7.41537890670e+001,321
0 a 127 Personas,4.62701565856e+000,'-7.41613030915e+001,321
0 a 127 Personas,4.61898126678e+000,'-7.41701871914e+001,321
128 a 304 Personas,4.59459257237e+000,'-7.41008930668e+001,320
128 a 304 Personas,4.64059833620e+000,'-7.41731651418e+001,320
128 a 304 Personas,4.63681559459e+000,'-7.41701466766e+001,320
128 a 304 Personas,4.63507627181e+000,'-7.41811907660e+001,320
128 a 304 Personas,4.59750303081e+000,'-7.41247416450e+001,320
128 a 304 Personas,4.62120018008e+000,'-7.41749393039e+001,320
128 a 304 Personas,4.60934870351e+000,'-7.40784914195e+001,320
305 a 758 Personas,4.59118763888e+000,'-7.41273675519e+001,320
128 a 304 Personas,4.59882178628e+000,'-7.41239447350e+001,320
128 a 304 Personas,4.64012837744e+000,'-7.40679187321e+001,320
128 a 304 Personas,4.62263095488e+000,'-7.41534674349e+001,320
128 a 304 Personas,4.59536709912e+000,'-7.41174785413e+001,320
128 a 304 Personas,4.59593586595e+000,'-7.40948546759e+001,320
128 a 304 Personas,4.61379644406e+000,'-7.41663772297e+001,320
128 a 304 Personas,4.60315939263e+000,'-7.41104288890e+001,320
128 a 304 Personas,4.59516683405e+000,'-7.41237103195e+001,320
128 a 304 Personas,4.60692369631e+000,'-7.41293727667e+001,320
128 a 304 Personas,4.59941291234e+000,'-7.41254693146e+001,320
128 a 304 Personas,4.58746522979e+000,'-7.40963453199e+001,320
128 a 304 Personas,4.62161589374e+000,'-7.41752259225e+001,320
128 a 304 Personas,4.65676954564e+000,'-7.40689697171e+001,320
305 a 758 Personas,4.65213731560e+000,'-7.40530820517e+001,319
128 a 304 Personas,4.59234903641e+000,'-7.41146535006e+001,318
0 a 127 Personas,4.62629116714e+000,'-7.41663649017e+001,318
128 a 304 Personas,4.59328849845e+000,'-7.40954871670e+001,318
0 a 127 Personas,4.59911317582e+000,'-7.40992603987e+001,318
128 a 304 Personas,4.60596325701e+000,'-7.41275025054e+001,318
128 a 304 Personas,4.60762189158e+000,'-7.41188886688e+001,318
128 a 304 Personas,4.60839839771e+000,'-7.41377259757e+001,318
128 a 304 Personas,4.61296461251e+000,'-7.40720264101e+001,318
128 a 304 Personas,4.63731726731e+000,'-7.41704369659e+001,318
128 a 304 Personas,4.64034727872e+000,'-7.41730172555e+001,318
128 a 304 Personas,4.61010701763e+000,'-7.41459874726e+001,318
305 a 758 Personas,4.62968060804e+000,'-7.41404793344e+001,318
128 a 304 Personas,4.64292992099e+000,'-7.40684367706e+001,318
305 a 758 Personas,4.61001953003e+000,'-7.41136922204e+001,318
0 a 127 Personas,4.62301765465e+000,'-7.41648643047e+001,318
128 a 304 Personas,4.64132324981e+000,'-7.41717520594e+001,318
0 a 127 Personas,4.60098906957e+000,'-7.40993648333e+001,318
128 a 304 Personas,4.63297265221e+000,'-7.41672849274e+001,318
305 a 758 Personas,4.60329378745e+000,'-7.41078185054e+001,317
305 a 758 Personas,4.64236213791e+000,'-7.40591580533e+001,317
305 a 758 Personas,4.58538545314e+000,'-7.40822924701e+001,317
305 a 758 Personas,4.63861423539e+000,'-7.40586819316e+001,317
305 a 758 Personas,4.64694004143e+000,'-7.40667383950e+001,317
128 a 304 Personas,4.62558016628e+000,'-7.41718726427e+001,316
128 a 304 Personas,4.61432727668e+000,'-7.41446836360e+001,316
128 a 304 Personas,4.62305838778e+000,'-7.41438446406e+001,316
128 a 304 Personas,4.64136513282e+000,'-7.41709796916e+001,316
128 a 304 Personas,4.58390818591e+000,'-7.40936935181e+001,316
128 a 304 Personas,4.60882090826e+000,'-7.41449853398e+001,316
128 a 304 Personas,4.61512768800e+000,'-7.41667754760e+001,316
128 a 304 Personas,4.60428606460e+000,'-7.41151289451e+001,316
305 a 758 Personas,4.60373161458e+000,'-7.41087984164e+001,316
128 a 304 Personas,4.63115912961e+000,'-7.41810954182e+001,316
305 a 758 Personas,4.61301342831e+000,'-7.41134297601e+001,316
128 a 304 Personas,4.64003308936e+000,'-7.41763132967e+001,316
128 a 304 Personas,4.60957137804e+000,'-7.41220290768e+001,316
128 a 304 Personas,4.58820211879e+000,'-7.40903413736e+001,316
128 a 304 Personas,4.58671475508e+000,'-7.40870883266e+001,316
128 a 304 Personas,4.61209466946e+000,'-7.40785487871e+001,316
128 a 304 Personas,4.60345899179e+000,'-7.41050105939e+001,316
305 a 758 Personas,4.64611646958e+000,'-7.40614916353e+001,316
0 a 127 Personas,4.62548518536e+000,'-7.41680627676e+001,315
305 a 758 Personas,4.60564029073e+000,'-7.41337211544e+001,315
0 a 127 Personas,4.62126716896e+000,'-7.41679968577e+001,315
305 a 758 Personas,4.64187740000e+000,'-7.40569072590e+001,315
0 a 127 Personas,4.62559050398e+000,'-7.41668414690e+001,315
128 a 304 Personas,4.60047879071e+000,'-7.41266499342e+001,314
128 a 304 Personas,4.63926445994e+000,'-7.41759291124e+001,314
128 a 304 Personas,4.58937858125e+000,'-7.40918805125e+001,314
305 a 758 Personas,4.63543317190e+000,'-7.41661455451e+001,314
128 a 304 Personas,4.59844361915e+000,'-7.41129147001e+001,314
128 a 304 Personas,4.62277251847e+000,'-7.41445128653e+001,314
305 a 758 Personas,4.62761871429e+000,'-7.41421020642e+001,314
128 a 304 Personas,4.59864056369e+000,'-7.41144655242e+001,314
128 a 304 Personas,4.59725311709e+000,'-7.41223058803e+001,314
128 a 304 Personas,4.58913459195e+000,'-7.41072737688e+001,314
128 a 304 Personas,4.63973616316e+000,'-7.40603897647e+001,314
128 a 304 Personas,4.60934558496e+000,'-7.41194764871e+001,314
128 a 304 Personas,4.63879804984e+000,'-7.40658978340e+001,314
305 a 758 Personas,4.65889231145e+000,'-7.40544366541e+001,313
128 a 304 Personas,4.59041944829e+000,'-7.40959100159e+001,312
128 a 304 Personas,4.59957036000e+000,'-7.41154346531e+001,312
128 a 304 Personas,4.58700518337e+000,'-7.41076839658e+001,312
0 a 127 Personas,4.59530049866e+000,'-7.40883712214e+001,312
128 a 304 Personas,4.59232939266e+000,'-7.41160989153e+001,312
128 a 304 Personas,4.63896658645e+000,'-7.41713375322e+001,312
128 a 304 Personas,4.64206316511e+000,'-7.41774182560e+001,312
305 a 758 Personas,4.60718410919e+000,'-7.41509255511e+001,311
128 a 304 Personas,4.62304606697e+000,'-7.41412346608e+001,310
128 a 304 Personas,4.61153119167e+000,'-7.40768534836e+001,310
128 a 304 Personas,4.62020790460e+000,'-7.41445559316e+001,310
128 a 304 Personas,4.61295643470e+000,'-7.41656826898e+001,310
128 a 304 Personas,4.63681081437e+000,'-7.41815264729e+001,310
128 a 304 Personas,4.64112348514e+000,'-7.41708212264e+001,310
128 a 304 Personas,4.62899969285e+000,'-7.41467625667e+001,310
128 a 304 Personas,4.59437701290e+000,'-7.41132636674e+001,310
128 a 304 Personas,4.60300025634e+000,'-7.41290909135e+001,310
128 a 304 Personas,4.63710364675e+000,'-7.41696264502e+001,310
128 a 304 Personas,4.62063835763e+000,'-7.41767515051e+001,310
128 a 304 Personas,4.63880679610e+000,'-7.41678826444e+001,310
0 a 127 Personas,4.59976329240e+000,'-7.41000200558e+001,309
0 a 127 Personas,4.59944328287e+000,'-7.41195774673e+001,309
0 a 127 Personas,4.59197411155e+000,'-7.40882674746e+001,309
0 a 127 Personas,4.59593679078e+000,'-7.40896877320e+001,309
0 a 127 Personas,4.59491931654e+000,'-7.41102765653e+001,309
0 a 127 Personas,4.60036809517e+000,'-7.40918108035e+001,309
305 a 758 Personas,4.60094185788e+000,'-7.41333677168e+001,308
305 a 758 Personas,4.63474410254e+000,'-7.41839713663e+001,308
128 a 304 Personas,4.62736361950e+000,'-7.41673937180e+001,308
128 a 304 Personas,4.62171744107e+000,'-7.41484723092e+001,308
128 a 304 Personas,4.61358367481e+000,'-7.41743008606e+001,308
128 a 304 Personas,4.62150082214e+000,'-7.41724275625e+001,308
128 a 304 Personas,4.58699080555e+000,'-7.40874521822e+001,308
128 a 304 Personas,4.64129685904e+000,'-7.41769976124e+001,308
128 a 304 Personas,4.64103507010e+000,'-7.41768531289e+001,308
128 a 304 Personas,4.60922403197e+000,'-7.41630602407e+001,308
128 a 304 Personas,4.63257404352e+000,'-7.41670685021e+001,308
128 a 304 Personas,4.64063923417e+000,'-7.41704996376e+001,308
128 a 304 Personas,4.59728930091e+000,'-7.40936179025e+001,308
128 a 304 Personas,4.61777449202e+000,'-7.41427116363e+001,308
305 a 758 Personas,4.62839031137e+000,'-7.41794237262e+001,307
305 a 758 Personas,4.58945527346e+000,'-7.40824753173e+001,307
305 a 758 Personas,4.58828742859e+000,'-7.40803997030e+001,307
128 a 304 Personas,4.63192290566e+000,'-7.41637096138e+001,306
128 a 304 Personas,4.62919336391e+000,'-7.41635220193e+001,306
128 a 304 Personas,4.63151269371e+000,'-7.41803041788e+001,306
128 a 304 Personas,4.63986297006e+000,'-7.41754005934e+001,306
0 a 127 Personas,4.62718118082e+000,'-7.41624544408e+001,306
128 a 304 Personas,4.61397529215e+000,'-7.41561198834e+001,306
128 a 304 Personas,4.64029161823e+000,'-7.40689045211e+001,306
0 a 127 Personas,4.59920475040e+000,'-7.41098321013e+001,306
128 a 304 Personas,4.63669251183e+000,'-7.41817787672e+001,306
128 a 304 Personas,4.65761549702e+000,'-7.40642225806e+001,306
128 a 304 Personas,4.62441051908e+000,'-7.41448494785e+001,306
0 a 127 Personas,4.61426019194e+000,'-7.41624584217e+001,306
128 a 304 Personas,4.59749542759e+000,'-7.41168067352e+001,306
305 a 758 Personas,4.63141378806e+000,'-7.40684703234e+001,306
305 a 758 Personas,4.60429524109e+000,'-7.41095291673e+001,305
305 a 758 Personas,4.62408663744e+000,'-7.41310767292e+001,305
128 a 304 Personas,4.65120966436e+000,'-7.40567159052e+001,304
305 a 758 Personas,4.64131816442e+000,'-7.41699380902e+001,304
128 a 304 Personas,4.59578093635e+000,'-7.40917756037e+001,304
128 a 304 Personas,4.63862473444e+000,'-7.41747371759e+001,304
128 a 304 Personas,4.65100157476e+000,'-7.40627663167e+001,304
128 a 304 Personas,4.59027773201e+000,'-7.40972434859e+001,304
128 a 304 Personas,4.65494666421e+000,'-7.40713802394e+001,304
128 a 304 Personas,4.60733992106e+000,'-7.40719915292e+001,304
128 a 304 Personas,4.60659199499e+000,'-7.41281134785e+001,304
128 a 304 Personas,4.60124579723e+000,'-7.41053167917e+001,304
128 a 304 Personas,4.62822550204e+000,'-7.41487197046e+001,304
128 a 304 Personas,4.58610639859e+000,'-7.40903447228e+001,304
128 a 304 Personas,4.64078176374e+000,'-7.41767144945e+001,304
305 a 758 Personas,4.62875239373e+000,'-7.41366819511e+001,304
128 a 304 Personas,4.62639728706e+000,'-7.41449123737e+001,304
0 a 127 Personas,4.62640644185e+000,'-7.41628449821e+001,303
0 a 127 Personas,4.61498290409e+000,'-7.41470392178e+001,303
305 a 758 Personas,4.66333673247e+000,'-7.40533190538e+001,303
0 a 127 Personas,4.59572725973e+000,'-7.40999639901e+001,303
0 a 127 Personas,4.60125955838e+000,'-7.41199699449e+001,303
0 a 127 Personas,4.59297223513e+000,'-7.40868204584e+001,303
0 a 127 Personas,4.61192728759e+000,'-7.41617786787e+001,303
0 a 127 Personas,4.62048387762e+000,'-7.41674892489e+001,303
0 a 127 Personas,4.63435390845e+000,'-7.41669297090e+001,303
305 a 758 Personas,4.61736633538e+000,'-7.41764068260e+001,302
128 a 304 Personas,4.61764154232e+000,'-7.41726089878e+001,302
128 a 304 Personas,4.58920693417e+000,'-7.40900316570e+001,302
128 a 304 Personas,4.63554509993e+000,'-7.41694316427e+001,302
128 a 304 Personas,4.63245019788e+000,'-7.41630955017e+001,302
128 a 304 Personas,4.61267198347e+000,'-7.41665240161e+001,302
305 a 758 Personas,4.60372141839e+000,'-7.41358472968e+001,302
305 a 758 Personas,4.67201961400e+000,'-7.40573431308e+001,302
128 a 304 Personas,4.62605048869e+000,'-7.41779951632e+001,302
128 a 304 Personas,4.61106467893e+000,'-7.41231877367e+001,302
305 a 758 Personas,4.61576219173e+000,'-7.41178901123e+001,301
305 a 758 Personas,4.65605021879e+000,'-7.40516689724e+001,301
305 a 758 Personas,4.59290870144e+000,'-7.40742383323e+001,301
305 a 758 Personas,4.60505267922e+000,'-7.41358567743e+001,301
128 a 304 Personas,4.59476890114e+000,'-7.41055861401e+001,300
128 a 304 Personas,4.63689879213e+000,'-7.41694921708e+001,300
128 a 304 Personas,4.63596622782e+000,'-7.41816198173e+001,300
128 a 304 Personas,4.60006335324e+000,'-7.41161268220e+001,300
128 a 304 Personas,4.61230436199e+000,'-7.40724778143e+001,300
128 a 304 Personas,4.62457701005e+000,'-7.41504590684e+001,300
0 a 127 Personas,4.59583667407e+000,'-7.40837019895e+001,300
0 a 127 Personas,4.61815035400e+000,'-7.41585903724e+001,300
305 a 758 Personas,4.60601185031e+000,'-7.41012462964e+001,300
0 a 127 Personas,4.61543071090e+000,'-7.41601318877e+001,300
128 a 304 Personas,4.60291510671e+000,'-7.41134793359e+001,300
128 a 304 Personas,4.60865386847e+000,'-7.41347804961e+001,300
0 a 127 Personas,4.62049486493e+000,'-7.41561403755e+001,300
0 a 127 Personas,4.63183592521e+000,'-7.41720835944e+001,300
0 a 127 Personas,4.61365753044e+000,'-7.41599134249e+001,300
128 a 304 Personas,4.62371132786e+000,'-7.41766783871e+001,300
128 a 304 Personas,4.59580123149e+000,'-7.41202229070e+001,300
128 a 304 Personas,4.62590470919e+000,'-7.41434356092e+001,298
128 a 304 Personas,4.63778076256e+000,'-7.41751382397e+001,298
128 a 304 Personas,4.64079955449e+000,'-7.40622295840e+001,298
128 a 304 Personas,4.58946905738e+000,'-7.40935734205e+001,298
128 a 304 Personas,4.61560329077e+000,'-7.41742966471e+001,298
128 a 304 Personas,4.60859983526e+000,'-7.41446890582e+001,298
128 a 304 Personas,4.64041085804e+000,'-7.41703630154e+001,298
128 a 304 Personas,4.59159419790e+000,'-7.41059520558e+001,298
128 a 304 Personas,4.65462680159e+000,'-7.40662072187e+001,298
128 a 304 Personas,4.60929246460e+000,'-7.41496873427e+001,298
128 a 304 Personas,4.61481737301e+000,'-7.41230696679e+001,298
128 a 304 Personas,4.59322447444e+000,'-7.41003350135e+001,298
128 a 304 Personas,4.63969691153e+000,'-7.41717844412e+001,298
0 a 127 Personas,4.62358839460e+000,'-7.41516966571e+001,297
0 a 127 Personas,4.59874102938e+000,'-7.40891853285e+001,297
0 a 127 Personas,4.61542288591e+000,'-7.41576055619e+001,297
0 a 127 Personas,4.62346613834e+000,'-7.41641170484e+001,297
128 a 304 Personas,4.59826028678e+000,'-7.41015761321e+001,296
128 a 304 Personas,4.58438440078e+000,'-7.40901123879e+001,296
128 a 304 Personas,4.63985280752e+000,'-7.41708260176e+001,296
128 a 304 Personas,4.60194007822e+000,'-7.41070414327e+001,296
128 a 304 Personas,4.60008016298e+000,'-7.41127634859e+001,296
128 a 304 Personas,4.60682076088e+000,'-7.41585986926e+001,296
128 a 304 Personas,4.63852218027e+000,'-7.40700828483e+001,296
305 a 758 Personas,4.60951500507e+000,'-7.41681022920e+001,296
305 a 758 Personas,4.66079953191e+000,'-7.40550453082e+001,296
128 a 304 Personas,4.59376489560e+000,'-7.41058060097e+001,296
128 a 304 Personas,4.63684272996e+000,'-7.40662523918e+001,296
128 a 304 Personas,4.59937117559e+000,'-7.41038244629e+001,296
305 a 758 Personas,4.58654117310e+000,'-7.41123290731e+001,296
128 a 304 Personas,4.63694258558e+000,'-7.41812768167e+001,296
128 a 304 Personas,4.59768977760e+000,'-7.41235661572e+001,296
128 a 304 Personas,4.58992894692e+000,'-7.40983082373e+001,296
305 a 758 Personas,4.59584691410e+000,'-7.41283080738e+001,295
305 a 758 Personas,4.64520154803e+000,'-7.40557986635e+001,295
128 a 304 Personas,4.63859103764e+000,'-7.41677182646e+001,294
128 a 304 Personas,4.61753670301e+000,'-7.41313148273e+001,294
128 a 304 Personas,4.59819163338e+000,'-7.41244603610e+001,294
128 a 304 Personas,4.62227326128e+000,'-7.41776515042e+001,294
128 a 304 Personas,4.65591814001e+000,'-7.40676799469e+001,294
305 a 758 Personas,4.61565481703e+000,'-7.40769048477e+001,294
0 a 127 Personas,4.61116138945e+000,'-7.41496599499e+001,294
128 a 304 Personas,4.59575300628e+000,'-7.41074729444e+001,294
0 a 127 Personas,4.61290021613e+000,'-7.41608138673e+001,294
0 a 127 Personas,4.59893849034e+000,'-7.41094599457e+001,294
305 a 758 Personas,4.64773642133e+000,'-7.40723452061e+001,294
0 a 127 Personas,4.59458211674e+000,'-7.40893979146e+001,294
0 a 127 Personas,4.59367786433e+000,'-7.40978603096e+001,294
128 a 304 Personas,4.64229834132e+000,'-7.41775453148e+001,294
128 a 304 Personas,4.60482092944e+000,'-7.41157960215e+001,294
128 a 304 Personas,4.61478036574e+000,'-7.41313826954e+001,294
305 a 758 Personas,4.62254444291e+000,'-7.40818425393e+001,293
305 a 758 Personas,4.64590122197e+000,'-7.41686254251e+001,293
305 a 758 Personas,4.61188544656e+000,'-7.41721405979e+001,293
128 a 304 Personas,4.64163747765e+000,'-7.41763798498e+001,292
128 a 304 Personas,4.60588909239e+000,'-7.41287425331e+001,292
128 a 304 Personas,4.62028184706e+000,'-7.41762478390e+001,292
128 a 304 Personas,4.59013755412e+000,'-7.41030407323e+001,292
128 a 304 Personas,4.64096218282e+000,'-7.41725444324e+001,292
128 a 304 Personas,4.60059827347e+000,'-7.40932969818e+001,292
128 a 304 Personas,4.59679774845e+000,'-7.41037634670e+001,292
128 a 304 Personas,4.62769583744e+000,'-7.41637879706e+001,292
128 a 304 Personas,4.59052999487e+000,'-7.40995335895e+001,292
128 a 304 Personas,4.59641508951e+000,'-7.40939927221e+001,292
128 a 304 Personas,4.64122559983e+000,'-7.41752068254e+001,292
128 a 304 Personas,4.61090965243e+000,'-7.40804321120e+001,292
128 a 304 Personas,4.60813330857e+000,'-7.40745083417e+001,292
128 a 304 Personas,4.60291735534e+000,'-7.41123878225e+001,292
0 a 127 Personas,4.61984032209e+000,'-7.41524727137e+001,291
0 a 127 Personas,4.61920776758e+000,'-7.41486445050e+001,291
0 a 127 Personas,4.59379111133e+000,'-7.40905927578e+001,291
0 a 127 Personas,4.62030445170e+000,'-7.41582171660e+001,291
305 a 758 Personas,4.61573791063e+000,'-7.41777036940e+001,291
305 a 758 Personas,4.60393889675e+000,'-7.40666868224e+001,291
0 a 127 Personas,4.59921433114e+000,'-7.41204968058e+001,291
0 a 127 Personas,4.60022451387e+000,'-7.41227976180e+001,291
0 a 127 Personas,4.59729995715e+000,'-7.40987084427e+001,291
128 a 304 Personas,4.62390893671e+000,'-7.41466436373e+001,290
128 a 304 Personas,4.61744415567e+000,'-7.41552946727e+001,290
128 a 304 Personas,4.62117346861e+000,'-7.41768419520e+001,290
128 a 304 Personas,4.60062826165e+000,'-7.41057691337e+001,290
128 a 304 Personas,4.61928673811e+000,'-7.41406005284e+001,290
128 a 304 Personas,4.64043991403e+000,'-7.41683838202e+001,290
128 a 304 Personas,4.60914443365e+000,'-7.41461181534e+001,290
128 a 304 Personas,4.63209979382e+000,'-7.41635060309e+001,290
